pintu,1618,2159,lift-lantai-3_0039.png,3840,2160
pintu,1563,2158,lift-lantai-3_0040.png,3840,2160
pintu,1508,2159,lift-lantai-3_0041.png,3840,2160
pintu,1460,2153,lift-lantai-3_0042.png,3840,2160
pintu,1408,2154,lift-lantai-3_0043.png,3840,2160
pintu,1357,2154,lift-lantai-3_0044.png,3840,2160
pintu,1305,2154,lift-lantai-3_0045.png,3840,2160
pintu,1249,2158,lift-lantai-3_0046.png,3840,2160
pintu,1194,2154,lift-lantai-3_0047.png,3840,2160
pintu,1126,2154,lift-lantai-3_0048.png,3840,2160
pintu,1078,2151,lift-lantai-3_0049.png,3840,2160
pintu,1017,2154,lift-lantai-3_0050.png,3840,2160
pintu,964,2158,lift-lantai-3_0051.png,3840,2160
pintu,894,2153,lift-lantai-3_0052.png,3840,2160
pintu,844,2143,lift-lantai-3_0053.png,3840,2160
pintu,814,2154,lift-lantai-3_0054.png,3840,2160
pintu,767,2156,lift-lantai-3_0055.png,3840,2160
pintu,733,2158,lift-lantai-3_0056.png,3840,2160
pintu,693,2156,lift-lantai-3_0057.png,3840,2160
pintu,654,2156,lift-lantai-3_0058.png,3840,2160
pintu,617,2154,lift-lantai-3_0059.png,3840,2160
pintu,587,2153,lift-lantai-3_0060.png,3840,2160
pintu,554,2156,lift-lantai-3_0061.png,3840,2160
pintu,527,2148,lift-lantai-3_0062.png,3840,2160
pintu,513,2156,lift-lantai-3_0063.png,3840,2160
pintu,493,2159,lift-lantai-3_0064.png,3840,2160
pintu,485,2154,lift-lantai-3_0065.png,3840,2160
pintu,480,2156,lift-lantai-3_0206.png,3840,2160
pintu,490,2154,lift-lantai-3_0207.png,3840,2160
pintu,503,2154,lift-lantai-3_0208.png,3840,2160
pintu,525,2154,lift-lantai-3_0209.png,3840,2160
pintu,543,2156,lift-lantai-3_0210.png,3840,2160
pintu,575,2151,lift-lantai-3_0211.png,3840,2160
pintu,601,2159,lift-lantai-3_0212.png,3840,2160
pintu,635,2154,lift-lantai-3_0213.png,3840,2160
pintu,672,2156,lift-lantai-3_0214.png,3840,2160
pintu,706,2151,lift-lantai-3_0215.png,3840,2160
pintu,732,2154,lift-lantai-3_0216.png,3840,2160
pintu,767,2153,lift-lantai-3_0217.png,3840,2160
pintu,802,2150,lift-lantai-3_0218.png,3840,2160
pintu,851,2158,lift-lantai-3_0219.png,3840,2160
pintu,886,2154,lift-lantai-3_0220.png,3840,2160
pintu,936,2156,lift-lantai-3_0221.png,3840,2160
pintu,968,2154,lift-lantai-3_0222.png,3840,2160
pintu,1012,2153,lift-lantai-3_0223.png,3840,2160
pintu,1054,2154,lift-lantai-3_0224.png,3840,2160
pintu,1099,2154,lift-lantai-3_0225.png,3840,2160
pintu,1144,2148,lift-lantai-3_0226.png,3840,2160
pintu,1187,2156,lift-lantai-3_0227.png,3840,2160
pintu,1234,2158,lift-lantai-3_0228.png,3840,2160
pintu,1278,2154,lift-lantai-3_0229.png,3840,2160
pintu,1324,2154,lift-lantai-3_0230.png,3840,2160
pintu,1369,2156,lift-lantai-3_0231.png,3840,2160
pintu,1415,2151,lift-lantai-3_0232.png,3840,2160
pintu,1450,2156,lift-lantai-3_0233.png,3840,2160
pintu,1487,2148,lift-lantai-3_0234.png,3840,2160
pintu,1522,2156,lift-lantai-3_0235.png,3840,2160
pintu,1563,2148,lift-lantai-3_0236.png,3840,2160
pintu,1597,2158,lift-lantai-3_0237.png,3840,2160
pintu,1632,2151,lift-lantai-3_0238.png,3840,2160
pintu,1663,2158,lift-lantai-3_0239.png,3840,2160
pintu,1693,2153,lift-lantai-3_0240.png,3840,2160
pintu,1727,2148,lift-lantai-3_0241.png,3840,2160
pintu,1750,2154,lift-lantai-3_0242.png,3840,2160
pintu,1758,2151,lift-lantai-3_0243.png,3840,2160
pintu,1782,2151,lift-lantai-3_0244.png,3840,2160
pintu,1800,2158,lift-lantai-3_0245.png,3840,2160
pintu,1811,2154,lift-lantai-3_0246.png,3840,2160
pintu,1827,2150,lift-lantai-3_0247.png,3840,2160
pintu,1838,2153,lift-lantai-3_0248.png,3840,2160
pintu,1853,2154,lift-lantai-3_0249.png,3840,2160
pintu,1859,2158,lift-lantai-3_0250.png,3840,2160
pintu,1872,2156,lift-lantai-3_0251.png,3840,2160
pintu,1882,2156,lift-lantai-3_0252.png,3840,2160
pintu,1888,2154,lift-lantai-3_0253.png,3840,2160
pintu,1896,2158,lift-lantai-3_0254.png,3840,2160
pintu,1901,2153,lift-lantai-3_0255.png,3840,2160
pintu,1903,2158,lift-lantai-3_0256.png,3840,2160
pintu,1907,2154,lift-lantai-3_0257.png,3840,2160
pintu,1909,2154,lift-lantai-3_0258.png,3840,2160
pintu,1911,2154,lift-lantai-3_0259.png,3840,2160
pintu,1911,2154,lift-lantai-3_0260.png,3840,2160
pintu,1912,2156,lift-lantai-3_0261.png,3840,2160
pintu,1917,2159,lift-lantai-3_0262.png,3840,2160
pintu,1917,2151,lift-lantai-3_0263.png,3840,2160
pintu,1915,2154,lift-lantai-3_0264.png,3840,2160
pintu,1920,2154,lift-lantai-3_0265.png,3840,2160
pintu,1920,2159,lift-lantai-3_0266.png,3840,2160
pintu,1925,2154,lift-lantai-3_0267.png,3840,2160
pintu,1932,2154,lift-lantai-3_0268.png,3840,2160
pintu,1930,2159,lift-lantai-3_0269.png,3840,2160
pintu,1932,2159,lift-lantai-3_0270.png,3840,2160
pintu,1935,2159,lift-lantai-3_0271.png,3840,2160
pintu,1933,2159,lift-lantai-3_0272.png,3840,2160
pintu,1933,2153,lift-lantai-3_0273.png,3840,2160
pintu,1933,2156,lift-lantai-3_0274.png,3840,2160
pintu,1930,2154,lift-lantai-3_0275.png,3840,2160
